ID;Nivel;Comunidad Autonoma;Grupo;Familia;Taxon;Nombre publicado con errata;Otro nombre publicado;Nombre asignado según Anthos;Estado;Categoria;Boletin Oficial;Numero;Fecha;Páginas;Poblacion referida,
1101;Autonómico;Castilla y León;Magnoliopsida;Caryophyllaceae;Silene acutifolia;;;Silene acutifolia;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1102;Autonómico;Castilla y León;Magnoliopsida;Primulaceae;Soldanella alpina cantabrica;;;Soldanella alpina cantabrica;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1103;Autonómico;Castilla y León;Magnoliopsida;Asteraceae;Sonchus crassifolius;;;Sonchus crassifolius;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1104;Autonómico;Castilla y León;Magnoliopsida;Asteraceae;Sonchus maritimus;;;Sonchus maritimus;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1105;Autonómico;Castilla y León;Magnoliopsida;Rosaceae;Sorbus torminalis;;;Sorbus torminalis;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1106;Autonómico;Castilla y León;Magnoliopsida;Caryophyllaceae;Spergula viscosa;;;Spergula viscosa;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1107;Autonómico;Castilla y León;Magnoliopsida;Caryophyllaceae;Spergularia heldreichii;;;Spergularia heldreichii;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1108;Autonómico;Castilla y León;Liliopsida;Orchidaceae;Spiranthes aestivalis;;;Spiranthes aestivalis;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1109;Autonómico;Castilla y León;Liliopsida;Amaryllidaceae;Sternbergia colchiciflora;;;Sternbergia colchiciflora;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1110;Autonómico;Castilla y León;Magnoliopsida;Amaranthaceae;Suaeda splendens;;;Suaeda splendens;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1111;Autonómico;Castilla y León;Magnoliopsida;Brassicaceae;Subularia aquatica;;;Subularia aquatica;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1112;Autonómico;Castilla y León;Magnoliopsida;Caprifoliaceae;Succisella carvalhoana;;;Succisella carvalhoana;Vigente;Vulnerable;BOCYL;119;20 de junio de 2007;13197-13204;,
1113;Autonómico;Castilla y León;Magnoliopsida;Caprifoliaceae;Succisella microcephala;;;Succisella microcephala;Vigente;Vulnerable;BOCYL;119;20 de junio de 2007;13197-13204;,
1114;Autonómico;Castilla y León;Magnoliopsida;Gentianaceae;Swertia perennis;;;Swertia perennis;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1115;Autonómico;Castilla y León;Magnoliopsida;Asteraceae;Tanacetum vahlii;;;Tanacetum vahlii;Vigente;Vulnerable;BOCYL;119;20 de junio de 2007;13197-13204;,
1116;Autonómico;Castilla y León;Pinopsida;Taxaceae;Taxus baccata;;;Taxus baccata;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1117;Autonómico;Castilla y León;Magnoliopsida;Ranunculaceae;Thalictrum alpinum;;;Thalictrum alpinum;Vigente;Vulnerable;BOCYL;119;20 de junio de 2007;13197-13204;,
1118;Autonómico;Castilla y León;Polypodiopsida;Thelypteridaceae;Thelypteris palustris;;;Thelypteris palustris;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1119;Autonómico;Castilla y León;Magnoliopsida;Santalaceae;Thesium alpinum;;;Thesium alpinum;Vigente;Vulnerable;BOCYL;119;20 de junio de 2007;13197-13204;,
1120;Autonómico;Castilla y León;Magnoliopsida;Thymelaeaceae;Thymelaea broteriana;;;Thymelaea broteriana;Vigente;Vulnerable;BOCYL;119;20 de junio de 2007;13197-13204;,
1121;Autonómico;Castilla y León;Magnoliopsida;Thymelaeaceae;Thymelaea procumbens;;;Thymelaea procumbens;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1122;Autonómico;Castilla y León;Magnoliopsida;Lamiaceae;Thymus caespititius;;;Thymus caespititius;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1123;Autonómico;Castilla y León;Magnoliopsida;Lamiaceae;Thymus loscosii;;;Thymus loscosii;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1124;Autonómico;Castilla y León;Liliopsida;Tofieldiaceae;Tofieldia calyculata;;;Tofieldia calyculata;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1125;Autonómico;Castilla y León;Magnoliopsida;Orobanchaceae;Tozzia alpina alpina;;;Tozzia alpina alpina;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1126;Autonómico;Castilla y León;Magnoliopsida;Fabaceae;Trifolium rubens;;;Trifolium rubens;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1127;Autonómico;Castilla y León;Magnoliopsida;Lentibulariaceae;Utricularia minor;;;Utricularia minor;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1128;Autonómico;Castilla y León;Magnoliopsida;Lentibulariaceae;Utricularia vulgaris;;;Utricularia vulgaris;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1129;Autonómico;Castilla y León;Magnoliopsida;Scrophulariaceae;Verbascum barnadesii;;;Verbascum barnadesii;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1130;Autonómico;Castilla y León;Magnoliopsida;Plantaginaceae;Veronica chamaepithyoides;;;Veronica chamaepithyoides;Vigente;En peligro de extinción;BOCYL;119;20 de junio de 2007;13197-13204;,
1131;Autonómico;Castilla y León;Magnoliopsida;Plantaginaceae;Veronica mampodrensis;;;Veronica mampodrensis;Vigente;De atención preferente;BOCYL;119;20 de junio de 2007;13197-13204;,
1132;Autonómico;Castilla y León;Magnoliopsida;Plantaginaceae;Veronica micrantha;;;Veronica micrantha;Vigente;Vulnerable;BOCYL;119;20 de junio de 2007;13197-13204;,
1133;Autonómico;Castilla y León;Polypodiopsida;Blechnaceae;Woodwardia radicans;;;Woodwardia radicans;Vigente;Vulnerable;BOCYL;119;20 de junio de 2007;13197-13204;,
1134;Autonómico;Castilla-La Mancha;Magnoliopsida;Sapindaceae;Acer granatense;;;Acer granatense;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1135;Autonómico;Castilla-La Mancha;Magnoliopsida;Sapindaceae;Acer monspessulanum;;;Acer monspessulanum;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1136;Autonómico;Castilla-La Mancha;Liliopsida;Orchidaceae;Aceras anthropophorum;;;Aceras anthropophorum;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1137;Autonómico;Castilla-La Mancha;Magnoliopsida;Asteraceae;Achillea pyrenaica;;;Achillea pyrenaica;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1138;Autonómico;Castilla-La Mancha;Liliopsida;Poaceae;Achnatherum calamagrostis;;;Achnatherum calamagrostis;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1139;Autonómico;Castilla-La Mancha;Magnoliopsida;Ranunculaceae;Aconitum napellus castellanum;;;Aconitum napellus castellanum;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1140;Autonómico;Castilla-La Mancha;Magnoliopsida;Ranunculaceae;Aconitum napellus lusitanicum;;;Aconitum napellus lusitanicum;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1141;Autonómico;Castilla-La Mancha;Magnoliopsida;Ranunculaceae;Aconitum vulparia;;;Aconitum vulparia neapolitanum;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1142;Autonómico;Castilla-La Mancha;Magnoliopsida;Ranunculaceae;Actaea spicata;;;Actaea spicata;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1143;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Adenocarpus hispanicus argyrophyllus;;;Adenocarpus argyrophyllus;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1144;Autonómico;Castilla-La Mancha;Magnoliopsida;Rosaceae;Alchemilla inconcinna;;;Alchemilla inconcinna;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1145;Autonómico;Castilla-La Mancha;Magnoliopsida;Rosaceae;Alchemilla saxatilis;;;Alchemilla saxatilis;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1146;Autonómico;Castilla-La Mancha;Magnoliopsida;Rosaceae;Alchemilla straminea;;;Alchemilla straminea;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1147;Autonómico;Castilla-La Mancha;Magnoliopsida;Rosaceae;Alchemilla xanthochlora;;;Alchemilla xanthochlora;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1148;Autonómico;Castilla-La Mancha;Liliopsida;Amaryllidaceae;Allium chrysonemum;;;Allium rouyi;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1149;Autonómico;Castilla-La Mancha;Liliopsida;Amaryllidaceae;Allium pruinatum;;;Allium pruinatum;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1150;Autonómico;Castilla-La Mancha;Liliopsida;Amaryllidaceae;Allium schmitzii;;;Allium schmitzii;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1151;Autonómico;Castilla-La Mancha;Liliopsida;Amaryllidaceae;Allium schoenoprasum latiorifolium;;;Allium schoenoprasum;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1152;Autonómico;Castilla-La Mancha;Magnoliopsida;Betulaceae;Alnus glutinosa;;;Alnus glutinosa;Vigente;De interés especial*;DOCM;22;15 de mayo de 1998;3391-3398;,
1153;Autonómico;Castilla-La Mancha;Liliopsida;Potamogetonaceae;Althenia orientalis;;;Althenia orientalis;Vigente;Vulnerable;DOCM;22;15 de mayo de 1998;3391-3398;,
1154;Autonómico;Castilla-La Mancha;Magnoliopsida;Asteraceae;Anacyclus pyrethrum;;;Anacyclus pyrethrum;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1155;Autonómico;Castilla-La Mancha;Magnoliopsida;Asteraceae;Andryala agardhii;;;Andryala agardhii;Vigente;Vulnerable;DOCM;22;15 de mayo de 1998;3391-3398;,
1156;Autonómico;Castilla-La Mancha;Magnoliopsida;Apiaceae;Angelica major;;;Angelica major;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1157;Autonómico;Castilla-La Mancha;Magnoliopsida;Apiaceae;Angelica sylvestris;;;Angelica sylvestris;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1158;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Anthyllis lagascana;;Anthyllis henoniana valentina;Anthyllis lagascana;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1159;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Anthyllis ramburii;;;Anthyllis ramburii;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1160;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Anthyllis rupestris;;;Anthyllis rupestris;Vigente;En peligro de extinción;DOCM;119;13 de noviembre de 2001;12825-12827;,
1161;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Anthyllis terniflora;;;Anthyllis terniflora;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1162;Autonómico;Castilla-La Mancha;Magnoliopsida;Plantaginaceae;Antirrhinum australe;Anthirhinum australe;;Antirrhinum australe;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1163;Autonómico;Castilla-La Mancha;Magnoliopsida;Plantaginaceae;Antirrhinum microphyllum;;;Antirrhinum microphyllum;Vigente;Vulnerable;DOCM;22;15 de mayo de 1998;3391-3398;,
1164;Autonómico;Castilla-La Mancha;Magnoliopsida;Plantaginaceae;Antirrhinum subbaeticum;;;Antirrhinum subbaeticum;Vigente;En peligro de extinción;DOCM;119;13 de noviembre de 2001;12825-12827;,
1165;Autonómico;Castilla-La Mancha;Magnoliopsida;Apiaceae;Apium repens;;;Apium repens;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1166;Autonómico;Castilla-La Mancha;Magnoliopsida;Ericaceae;Arbutus unedo;;;Arbutus unedo;Vigente;De interés especial*;DOCM;22;15 de mayo de 1998;3391-3398;Poblaciones de Cuenca y Guadalajara,
1167;Autonómico;Castilla-La Mancha;Magnoliopsida;Caryophyllaceae;Arenaria cavanillesiana;;;Arenaria cavanillesiana;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1168;Autonómico;Castilla-La Mancha;Magnoliopsida;Caryophyllaceae;Arenaria favargeri;;;Arenaria favargeri;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1169;Autonómico;Castilla-La Mancha;Magnoliopsida;Caryophyllaceae;Arenaria tetraquetra tetraquetra;;;Arenaria tetraquetra tetraquetra;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1170;Autonómico;Castilla-La Mancha;Magnoliopsida;Caryophyllaceae;Arenaria tomentosa;;;Arenaria tomentosa;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1171;Autonómico;Castilla-La Mancha;Magnoliopsida;Caryophyllaceae;Arenaria vitoriana;;;Arenaria vitoriana;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1172;Autonómico;Castilla-La Mancha;Magnoliopsida;Plumbaginaceae;Armeria caespitosa;;;Armeria caespitosa;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1173;Autonómico;Castilla-La Mancha;Magnoliopsida;Plumbaginaceae;Armeria pauana;;;Armeria pauana;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1174;Autonómico;Castilla-La Mancha;Magnoliopsida;Plumbaginaceae;Armeria quichiotis;;;Armeria quichiotis;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1175;Autonómico;Castilla-La Mancha;Magnoliopsida;Plumbaginaceae;Armeria trachyphylla;;;Armeria trachyphylla;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1176;Autonómico;Castilla-La Mancha;Magnoliopsida;Plumbaginaceae;Armeria villosa alcaracensis;;;Armeria villosa alcaracensis;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1177;Autonómico;Castilla-La Mancha;Magnoliopsida;Plumbaginaceae;Armeria villosa provillosa;;;Armeria villosa provillosa;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1178;Autonómico;Castilla-La Mancha;Magnoliopsida;Asteraceae;Artemisia caerulescens;;;Artemisia caerulescens;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1179;Autonómico;Castilla-La Mancha;Magnoliopsida;Amaranthaceae;Arthrocnemum macrostachyum;;;Arthrocnemum macrostachyum;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1180;Autonómico;Castilla-La Mancha;Polypodiopsida;Aspleniaceae;Asplenium celtibericum;;;Asplenium seelosii glabrum;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1181;Autonómico;Castilla-La Mancha;Polypodiopsida;Aspleniaceae;Asplenium foreziense;;;Asplenium foreziense;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1182;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Astragalus alopecuroides grosii;;;Astragalus alopecuroides grosii;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1183;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Astragalus cavanillesii;;;Astragalus cavanillesii;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1184;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Astragalus danicus;;;Astragalus danicus;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1185;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Astragalus depressus;;;Astragalus depressus;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1186;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Astragalus granatensis;;;Astragalus granatensis;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1187;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Astragalus vesicarius;;Astragalus cuatrecasasii;Astragalus vesicarius;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1188;Autonómico;Castilla-La Mancha;Magnoliopsida;Apiaceae;Astrantia major;;;Astrantia major;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1189;Autonómico;Castilla-La Mancha;Polypodiopsida;Athyriaceae;Athyrium filix-femina;;;Athyrium filix-femina;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1190;Autonómico;Castilla-La Mancha;Magnoliopsida;Amaranthaceae;Atriplex glauca;;;Atriplex glauca;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1191;Autonómico;Castilla-La Mancha;Magnoliopsida;Solanaceae;Atropa baetica;;;Atropa baetica;Vigente;En peligro de extinción;DOCM;22;15 de mayo de 1998;3391-3398;,
1192;Autonómico;Castilla-La Mancha;Magnoliopsida;Betulaceae;Betula alba;;;Betula pubescens;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1193;Autonómico;Castilla-La Mancha;Magnoliopsida;Betulaceae;Betula pendula fontqueri;;;Betula pendula fontqueri;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1194;Autonómico;Castilla-La Mancha;Liliopsida;Cyperaceae;Blysmus compressus;Blismus compressus;;Blysmus compressus;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1195;Autonómico;Castilla-La Mancha;Polypodiopsida;Ophioglossaceae;Botrychium lunaria;;;Botrychium lunaria;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1196;Autonómico;Castilla-La Mancha;Magnoliopsida;Brassicaceae;Brassica repanda gypsicola;;;Brassica repanda gypsicola;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1197;Autonómico;Castilla-La Mancha;Magnoliopsida;Apiaceae;Bupleurum bourgaei;;;Bupleurum ranunculoides;Vigente;Vulnerable;DOCM;22;15 de mayo de 1998;3391-3398;,
1198;Autonómico;Castilla-La Mancha;Liliopsida;Butomaceae;Butomus umbellatus;;;Butomus umbellatus;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1199;Autonómico;Castilla-La Mancha;Liliopsida;Poaceae;Calamagrostis epigejos;Calamagrostis epigeios;;Calamagrostis epigejos;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1200;Autonómico;Castilla-La Mancha;Liliopsida;Poaceae;Calamagrostis pseudophragmites;;;Calamagrostis pseudophragmites;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1201;Autonómico;Castilla-La Mancha;Magnoliopsida;Campanulaceae;Campanula betetae;;;Campanula rotundifolia hispanica;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1202;Autonómico;Castilla-La Mancha;Magnoliopsida;Campanulaceae;Campanula herminii;;;Campanula herminii;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1203;Autonómico;Castilla-La Mancha;Magnoliopsida;Apocynaceae;Caralluma munbyana;;;Caralluma munbyana;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1204;Autonómico;Castilla-La Mancha;Magnoliopsida;Asteraceae;Carduus paui;;;Carduus paui;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1205;Autonómico;Castilla-La Mancha;Liliopsida;Cyperaceae;Carex davalliana;;;Carex davalliana;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1206;Autonómico;Castilla-La Mancha;Liliopsida;Cyperaceae;Carex disticha;;;Carex disticha;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1207;Autonómico;Castilla-La Mancha;Liliopsida;Cyperaceae;Carex echinata;;;Carex echinata;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1208;Autonómico;Castilla-La Mancha;Liliopsida;Cyperaceae;Carex laevigata;;;Carex laevigata;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1209;Autonómico;Castilla-La Mancha;Liliopsida;Cyperaceae;Carex nigra;;;Carex nigra;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1210;Autonómico;Castilla-La Mancha;Liliopsida;Cyperaceae;Carex pilulifera;;;Carex pilulifera;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1211;Autonómico;Castilla-La Mancha;Liliopsida;Cyperaceae;Carex remota;;;Carex remota;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1212;Autonómico;Castilla-La Mancha;Liliopsida;Cyperaceae;Carex sylvatica;;;Carex sylvatica;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1213;Autonómico;Castilla-La Mancha;Liliopsida;Cyperaceae;Carex vesicaria;;;Carex vesicaria;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1214;Autonómico;Castilla-La Mancha;Magnoliopsida;Asteraceae;Carlina baetica;;;Carlina acanthifolia cynara;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1215;Autonómico;Castilla-La Mancha;Magnoliopsida;Asteraceae;Centaurea alpina;;;Rhaponticoides alpina;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1216;Autonómico;Castilla-La Mancha;Magnoliopsida;Asteraceae;Centaurea citricolor;;;Centaurea citricolor;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1217;Autonómico;Castilla-La Mancha;Magnoliopsida;Asteraceae;Centaurea debeauxii nevadensis;Centaurea debauxii nevadensis;;Centaurea nevadensis;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1218;Autonómico;Castilla-La Mancha;Magnoliopsida;Asteraceae;Centaurea pinnata;;;Centaurea pinnata;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1219;Autonómico;Castilla-La Mancha;Magnoliopsida;Caprifoliaceae;Centranthus angustifolius lecoqii;;;Centranthus lecoqii lecoqii;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1220;Autonómico;Castilla-La Mancha;Magnoliopsida;Plantaginaceae;Chaenorhinum tenellum;Chaenorrhinum tenellum;;Chaenorhinum tenellum;Vigente;Vulnerable;DOCM;22;15 de mayo de 1998;3391-3398;,
1221;Autonómico;Castilla-La Mancha;Polypodiopsida;Pteridaceae;Cheilanthes guanchica;;;Cheilanthes guanchica;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1222;Autonómico;Castilla-La Mancha;Magnoliopsida;Asteraceae;Cirsium rosulatum;;;Cirsium rosulatum;Vigente;Vulnerable;DOCM;22;15 de mayo de 1998;3391-3398;,
1223;Autonómico;Castilla-La Mancha;Magnoliopsida;Cistaceae;Cistus creticus;;;Cistus creticus;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1224;Autonómico;Castilla-La Mancha;Magnoliopsida;Cistaceae;Cistus psilosepalus;;;Cistus psilosepalus;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1225;Autonómico;Castilla-La Mancha;Liliopsida;Cyperaceae;Cladium mariscus;;;Cladium mariscus;Vigente;De interés especial*;DOCM;22;15 de mayo de 1998;3391-3398;,
1226;Autonómico;Castilla-La Mancha;Magnoliopsida;Ranunculaceae;Clematis recta;;;Clematis recta;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1227;Autonómico;Castilla-La Mancha;Liliopsida;Orchidaceae;Coeloglossum viride;;;Coeloglossum viride;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1228;Autonómico;Castilla-La Mancha;Magnoliopsida;Brassicaceae;Coincya longirostra;;;Coincya longirostra;Vigente;De interés especial;DOCM;22;15 de mayo de 1998;3391-3398;,
1229;Autonómico;Castilla-La Mancha;Magnoliopsida;Brassicaceae;Coincya rupestris leptocarpa;;;Coincya rupestris leptocarpa;Vigente;Vulnerable;DOCM;22;15 de mayo de 1998;3391-3398;,
1230;Autonómico;Castilla-La Mancha;Magnoliopsida;Brassicaceae;Coincya rupestris rupestris;;;Coincya rupestris rupestris;Vigente;En peligro de extinción;DOCM;22;15 de mayo de 1998;3391-3398;,
1231;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Colutea arborescens;;;Colutea arborescens;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1232;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Colutea brevialata;;;Colutea brevialata;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1233;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Colutea hispanica;;;Colutea hispanica;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1234;Autonómico;Castilla-La Mancha;Magnoliopsida;Apiaceae;Conopodium thalictrifolium;;;Conopodium thalictrifolium;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1235;Autonómico;Castilla-La Mancha;Liliopsida;Asparagaceae;Convallaria majalis;;;Convallaria majalis;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1236;Autonómico;Castilla-La Mancha;Magnoliopsida;Fabaceae;Coronilla glauca;;Coronilla valentina glauca;Coronilla glauca;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1237;Autonómico;Castilla-La Mancha;Magnoliopsida;Papaveraceae;Corydalis cava cava;;;Corydalis cava cava;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1238;Autonómico;Castilla-La Mancha;Magnoliopsida;Papaveraceae;Corydalis intermedia;;;Corydalis intermedia;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
1239;Autonómico;Castilla-La Mancha;Magnoliopsida;Betulaceae;Corylus avellana;;;Corylus avellana;Vigente;De interés especial*;DOCM;22;15 de mayo de 1998;3391-3398;,
1240;Autonómico;Castilla-La Mancha;Polypodiopsida;Pteridaceae;Cosentinia vellea;;;Cosentinia vellea;Vigente;De interés especial;DOCM;119;13 de noviembre de 2001;12825-12827;,
1241;Autonómico;Castilla-La Mancha;Magnoliopsida;Rosaceae;Cotoneaster granatensis;;;Cotoneaster granatensis;Vigente;Vulnerable;DOCM;22;15 de mayo de 1998;3391-3398;,
1242;Autonómico;Castilla-La Mancha;Magnoliopsida;Rosaceae;Cotoneaster tomentosus;;Cotoneaster nebrodensis;Cotoneaster tomentosus;Vigente;Vulnerable;DOCM;119;13 de noviembre de 2001;12825-12827;,
